source,target,weight
Benin,Uganda,2
Benin,Kenya,2
Benin,Tanzania,2
Benin,Burundi,2
Benin,Rwanda,4
Benin,Somalia,2
Benin,Djibouti,2
Benin,Ethiopia,4
Benin,Eritrea,2
Benin,Angola,2
Benin,Mozambique,4
Benin,Zambia,2
Benin,Zimbabwe,2
Benin,Malawi,2
Benin,South Africa,2
Benin,Namibia,2
Benin,Lesotho,2
Benin,Botswana,2
Benin,Swaziland,2
Benin,Madagascar,2
Benin,Comoros,4
Benin,Mauritius,2
Benin,Seychelles,2
Benin,Algeria,4
Benin,Tunisia,2
Benin,Libya,4
Benin,Sudan,2
Benin,South Sudan,2
Benin,Egypt,2
Mauritania,Cape Verde,2
Mauritania,Sao Tome and Principe,2
Mauritania,Guinea-Bissau,4
Mauritania,Equatorial Guinea,2
Mauritania,Gambia,4
Mauritania,Mali,4
Mauritania,Senegal,4
Mauritania,Benin,4
Mauritania,Niger,4
Mauritania,Ivory Coast,2
Mauritania,Guinea,4
Mauritania,Burkina Faso,4
Mauritania,Liberia,4
Mauritania,Sierra Leone,2
Mauritania,Ghana,4
Mauritania,Togo,4
Mauritania,Cameroon,2
Mauritania,Nigeria,2
Mauritania,Gabon,4
Mauritania,Central African Republic,2
Mauritania,Chad,4
Mauritania,Congo,4
Mauritania,Democratic Republic of the Congo,2
Mauritania,Uganda,2
Mauritania,Kenya,2
Mauritania,Tanzania,2
Mauritania,Burundi,2
Mauritania,Rwanda,4
Mauritania,Somalia,2
Mauritania,Djibouti,2
Mauritania,Ethiopia,4
Mauritania,Eritrea,2
Mauritania,Angola,2
Mauritania,Mozambique,4
Mauritania,Zambia,2
Mauritania,Zimbabwe,2
Mauritania,Malawi,2
Mauritania,South Africa,2
Mauritania,Namibia,2
Mauritania,Lesotho,2
Mauritania,Botswana,2
Mauritania,Swaziland,2
Mauritania,Madagascar,2
Mauritania,Comoros,4
Mauritania,Mauritius,2
Mauritania,Seychelles,2
Mauritania,Morocco,4
Mauritania,Algeria,4
Mauritania,Tunisia,4
Mauritania,Libya,4
Mauritania,Sudan,2
Mauritania,South Sudan,2
Mauritania,Iraq,2
Mauritania,Egypt,2
Mauritania,Lebanon,2
Mauritania,Jordan,2
Mauritania,Saudi Arabia,2
Mauritania,Yemen,2
Mauritania,Kuwait,2
Mauritania,Bahrain,2
Mauritania,Qatar,2
Mauritania,United Arab Emirates,2
Mauritania,Oman,2
Niger,Cape Verde,2
Niger,Sao Tome and Principe,2
Niger,Guinea-Bissau,4
Niger,Equatorial Guinea,2
Niger,Gambia,4
Niger,Mali,4
Niger,Senegal,4
Niger,Benin,4
Niger,Mauritania,4
Niger,Ivory Coast,4
Niger,Guinea,4
Niger,Burkina Faso,4
Niger,Liberia,4
Niger,Sierra Leone,4
Niger,Ghana,4
Niger,Togo,4
Niger,Cameroon,2
Niger,Nigeria,4
Niger,Gabon,4
Niger,Central African Republic,2
Niger,Chad,4
Niger,Congo,4
Niger,Democratic Republic of the Congo,2
Niger,Uganda,2
Niger,Kenya,2
Niger,Tanzania,2
Niger,Burundi,2
Niger,Rwanda,4
Niger,Somalia,2
Niger,Djibouti,2
Niger,Ethiopia,4
Niger,Eritrea,2
Niger,Angola,2
Niger,Mozambique,4
Niger,Zambia,2
Niger,Zimbabwe,2
Niger,Malawi,2
Niger,South Africa,2
Niger,Namibia,2
Niger,Lesotho,2
Niger,Botswana,2
Niger,Swaziland,2
Niger,Madagascar,2
Niger,Comoros,4
Niger,Mauritius,2
Niger,Seychelles,2
Niger,Algeria,4
Niger,Tunisia,2
Niger,Libya,4
Niger,Sudan,2
Niger,South Sudan,2
Niger,Egypt,2
Ivory Coast,Brazil,2
Ivory Coast,Cape Verde,2
Ivory Coast,Sao Tome and Principe,2
Ivory Coast,Guinea-Bissau,4
Ivory Coast,Equatorial Guinea,2
Ivory Coast,Gambia,4
Ivory Coast,Mali,2
Ivory Coast,Senegal,4
Ivory Coast,Benin,4
Ivory Coast,Mauritania,2
Ivory Coast,Niger,4
Ivory Coast,Guinea,4
Ivory Coast,Burkina Faso,4
Ivory Coast,Liberia,4
Ivory Coast,Sierra Leone,4
Ivory Coast,Ghana,4
Ivory Coast,Togo,4
Ivory Coast,Cameroon,2
Ivory Coast,Nigeria,4
Ivory Coast,Gabon,2
Ivory Coast,Central African Republic,2
Ivory Coast,Chad,2
Ivory Coast,Congo,2
Ivory Coast,Democratic Republic of the Congo,2
Ivory Coast,Uganda,2
Ivory Coast,Kenya,2
Ivory Coast,Tanzania,2
Ivory Coast,Burundi,2
Ivory Coast,Rwanda,2
Ivory Coast,Somalia,2
Ivory Coast,Djibouti,2
Ivory Coast,Ethiopia,2
Ivory Coast,Eritrea,2
Ivory Coast,Angola,2
Ivory Coast,Mozambique,2
Ivory Coast,Zambia,2
Ivory Coast,Zimbabwe,2
Ivory Coast,Malawi,2
Ivory Coast,South Africa,2
Ivory Coast,Namibia,2
Ivory Coast,Lesotho,2
Ivory Coast,Botswana,2
Ivory Coast,Swaziland,2
Ivory Coast,Madagascar,2
Ivory Coast,Comoros,2
Ivory Coast,Mauritius,2
Ivory Coast,Seychelles,2
Ivory Coast,Algeria,2
Ivory Coast,Tunisia,2
Ivory Coast,Libya,2
Ivory Coast,Sudan,2
Ivory Coast,South Sudan,2
Ivory Coast,Egypt,2
Guinea,Cape Verde,2
Guinea,Sao Tome and Principe,2
Guinea,Guinea-Bissau,4
Guinea,Equatorial Guinea,2
Guinea,Gambia,4
Guinea,Mali,4
Guinea,Senegal,4
Guinea,Benin,4
Guinea,Mauritania,4
Guinea,Niger,4
Guinea,Ivory Coast,4
Guinea,Burkina Faso,4
Guinea,Liberia,4
Guinea,Sierra Leone,4
Guinea,Ghana,4
Guinea,Togo,4
Guinea,Cameroon,2
Guinea,Nigeria,4
Guinea,Gabon,4
Guinea,Central African Republic,2
Guinea,Chad,4
Guinea,Congo,4
Guinea,Democratic Republic of the Congo,2
Guinea,Uganda,2
Guinea,Kenya,2
Guinea,Tanzania,2
Guinea,Burundi,2
Guinea,Rwanda,4
Guinea,Somalia,2
Guinea,Djibouti,2
Guinea,Ethiopia,4
Guinea,Eritrea,2
Guinea,Angola,2
Guinea,Mozambique,4
Guinea,Zambia,2
Guinea,Zimbabwe,2
Guinea,Malawi,2
Guinea,South Africa,2
Guinea,Namibia,2
Guinea,Lesotho,2
Guinea,Botswana,2
Guinea,Swaziland,2
Guinea,Madagascar,2
Guinea,Comoros,4
Guinea,Mauritius,2
Guinea,Seychelles,2
Guinea,Algeria,4
Guinea,Tunisia,2
Guinea,Libya,4
Guinea,Sudan,2
Guinea,South Sudan,2
Guinea,Egypt,2
Guinea,China,2
Burkina Faso,Cape Verde,2
Burkina Faso,Sao Tome and Principe,2
Burkina Faso,Guinea-Bissau,4
Burkina Faso,Equatorial Guinea,2
Burkina Faso,Gambia,4
Burkina Faso,Mali,4
Burkina Faso,Senegal,4
Burkina Faso,Benin,4
Burkina Faso,Mauritania,4
Burkina Faso,Niger,4
Burkina Faso,Ivory Coast,4
Burkina Faso,Guinea,4
Burkina Faso,Liberia,4
Burkina Faso,Sierra Leone,4
Burkina Faso,Ghana,4
Burkina Faso,Togo,4
Burkina Faso,Cameroon,2
Burkina Faso,Nigeria,4
Burkina Faso,Gabon,4
Burkina Faso,Central African Republic,2
Burkina Faso,Chad,4
Burkina Faso,Congo,4
Burkina Faso,Democratic Republic of the Congo,2
Burkina Faso,Uganda,2
Burkina Faso,Kenya,2
Burkina Faso,Tanzania,2
Burkina Faso,Burundi,2
Burkina Faso,Rwanda,4
Burkina Faso,Somalia,2
Burkina Faso,Djibouti,2
Burkina Faso,Ethiopia,4
Burkina Faso,Eritrea,2
Burkina Faso,Angola,2
Burkina Faso,Mozambique,4
Burkina Faso,Zambia,2
Burkina Faso,Zimbabwe,2
Burkina Faso,Malawi,2
Burkina Faso,South Africa,2
Burkina Faso,Namibia,2
Burkina Faso,Lesotho,2
Burkina Faso,Botswana,2
Burkina Faso,Swaziland,2
Burkina Faso,Madagascar,2
Burkina Faso,Comoros,4
Burkina Faso,Mauritius,2
Burkina Faso,Seychelles,2
Burkina Faso,Algeria,4
Burkina Faso,Tunisia,2
Burkina Faso,Libya,4
Burkina Faso,Sudan,2
Burkina Faso,South Sudan,2
Burkina Faso,Egypt,2
Liberia,United States of America,1
Liberia,Cape Verde,2
Liberia,Sao Tome and Principe,2
Liberia,Guinea-Bissau,4
Liberia,Equatorial Guinea,2
Liberia,Gambia,4
Liberia,Mali,4
Liberia,Senegal,4
Liberia,Benin,4
Liberia,Mauritania,4
Liberia,Niger,4
Liberia,Ivory Coast,4
Liberia,Guinea,4
Liberia,Burkina Faso,4
Liberia,Sierra Leone,4
Liberia,Ghana,4
Liberia,Togo,4
Liberia,Cameroon,2
Liberia,Nigeria,4
Liberia,Gabon,4
Liberia,Central African Republic,2
Liberia,Chad,4
Liberia,Congo,4
Liberia,Democratic Republic of the Congo,2
Liberia,Uganda,2
Liberia,Kenya,2
Liberia,Tanzania,2
Liberia,Burundi,2
Liberia,Rwanda,4
Liberia,Somalia,2
Liberia,Djibouti,2
Liberia,Ethiopia,4
Liberia,Eritrea,2
Liberia,Angola,2
Liberia,Mozambique,4
Liberia,Zambia,2
Liberia,Zimbabwe,2
Liberia,Malawi,2
Liberia,South Africa,2
Liberia,Namibia,2
Liberia,Lesotho,2
Liberia,Botswana,2
Liberia,Swaziland,2
Liberia,Madagascar,2
Liberia,Comoros,4
Liberia,Mauritius,2
Liberia,Seychelles,2
Liberia,Algeria,4
Liberia,Tunisia,2
Liberia,Libya,4
Liberia,Sudan,2
Liberia,South Sudan,2
Liberia,Egypt,2
Liberia,Israel,2
Sierra Leone,Cape Verde,2
Sierra Leone,Sao Tome and Principe,2
Sierra Leone,Guinea-Bissau,4
Sierra Leone,Equatorial Guinea,2
Sierra Leone,Gambia,4
Sierra Leone,Mali,2
Sierra Leone,Senegal,4
Sierra Leone,Benin,4
Sierra Leone,Mauritania,2
Sierra Leone,Niger,4
Sierra Leone,Ivory Coast,4
Sierra Leone,Guinea,4
Sierra Leone,Burkina Faso,4
Sierra Leone,Liberia,4
Sierra Leone,Ghana,4
Sierra Leone,Togo,4
Sierra Leone,Cameroon,2
Sierra Leone,Nigeria,4
Sierra Leone,Gabon,2
Sierra Leone,Central African Republic,2
Sierra Leone,Chad,2
Sierra Leone,Congo,2
Sierra Leone,Democratic Republic of the Congo,2
Sierra Leone,Uganda,2
Sierra Leone,Kenya,2
Sierra Leone,Tanzania,2
Sierra Leone,Burundi,2
Sierra Leone,Rwanda,2
Sierra Leone,Somalia,2
Sierra Leone,Djibouti,2
Sierra Leone,Ethiopia,2
Sierra Leone,Eritrea,2
Sierra Leone,Angola,2
Sierra Leone,Mozambique,2
Sierra Leone,Zambia,2
Sierra Leone,Zimbabwe,2
Sierra Leone,Malawi,2
Sierra Leone,South Africa,2
Sierra Leone,Namibia,2
Sierra Leone,Lesotho,2
Sierra Leone,Botswana,2
Sierra Leone,Swaziland,2
Sierra Leone,Madagascar,2
Sierra Leone,Comoros,2
Sierra Leone,Mauritius,2
Sierra Leone,Seychelles,2
Sierra Leone,Algeria,2
Sierra Leone,Tunisia,2
Sierra Leone,Libya,2
Sierra Leone,Sudan,2
Sierra Leone,South Sudan,2
Sierra Leone,Egypt,2
Ghana,Cape Verde,2
Ghana,Sao Tome and Principe,2
Ghana,Guinea-Bissau,4
Ghana,Equatorial Guinea,2
Ghana,Gambia,4
Ghana,Mali,4
Ghana,Senegal,4
Ghana,Benin,4
Ghana,Mauritania,4
Ghana,Niger,4
Ghana,Ivory Coast,4
Ghana,Guinea,4
Ghana,Burkina Faso,4
Ghana,Liberia,4
Ghana,Sierra Leone,4
Ghana,Togo,4
Ghana,Cameroon,2
Ghana,Nigeria,4
Ghana,Gabon,4
Ghana,Central African Republic,2
Ghana,Chad,4
Ghana,Congo,4
Ghana,Democratic Republic of the Congo,2
Ghana,Uganda,2
Ghana,Kenya,2
Ghana,Tanzania,2
Ghana,Burundi,2
Ghana,Rwanda,4
Ghana,Somalia,2
Ghana,Djibouti,2
Ghana,Ethiopia,4
Ghana,Eritrea,2
Ghana,Angola,2
Ghana,Mozambique,4
Ghana,Zambia,2
Ghana,Zimbabwe,2
Ghana,Malawi,2
Ghana,South Africa,2
Ghana,Namibia,2
Ghana,Lesotho,2
Ghana,Botswana,2
Ghana,Swaziland,2
Ghana,Madagascar,2
Ghana,Comoros,4
Ghana,Mauritius,2
Ghana,Seychelles,2
Ghana,Algeria,4
Ghana,Tunisia,2
Ghana,Libya,4
Ghana,Sudan,2
Ghana,South Sudan,2
Ghana,Egypt,2
Ghana,China,2
Togo,France,1
Togo,Cape Verde,2
Togo,Sao Tome and Principe,2
Togo,Guinea-Bissau,4
Togo,Equatorial Guinea,2
Togo,Gambia,4
Togo,Mali,4
Togo,Senegal,4
Togo,Benin,4
Togo,Mauritania,4
Togo,Niger,4
Togo,Ivory Coast,4
Togo,Guinea,4
Togo,Burkina Faso,4
Togo,Liberia,4
Togo,Sierra Leone,4
Togo,Ghana,4
Togo,Cameroon,2
Togo,Nigeria,4
Togo,Gabon,4
Togo,Central African Republic,2
Togo,Chad,4
Togo,Congo,4
Togo,Democratic Republic of the Congo,2
Togo,Uganda,2
Togo,Kenya,2
Togo,Tanzania,2
Togo,Burundi,2
Togo,Rwanda,4
Togo,Somalia,2
Togo,Djibouti,2
Togo,Ethiopia,4
Togo,Eritrea,2
Togo,Angola,2
Togo,Mozambique,4
Togo,Zambia,2
Togo,Zimbabwe,2
Togo,Malawi,2
Togo,South Africa,2
Togo,Namibia,2
Togo,Lesotho,2
Togo,Botswana,2
Togo,Swaziland,2
Togo,Madagascar,2
Togo,Comoros,4
Togo,Mauritius,2
Togo,Seychelles,2
Togo,Algeria,4
Togo,Tunisia,2
Togo,Libya,4
Togo,Sudan,2
Togo,South Sudan,2
Togo,Egypt,2
Cameroon,Cape Verde,2
Cameroon,Sao Tome and Principe,4
Cameroon,Guinea-Bissau,2
Cameroon,Equatorial Guinea,4
Cameroon,Gambia,2
Cameroon,Mali,2
Cameroon,Senegal,2
Cameroon,Benin,2
Cameroon,Mauritania,2
Cameroon,Niger,2
Cameroon,Ivory Coast,2
Cameroon,Guinea,2
Cameroon,Burkina Faso,2
Cameroon,Liberia,2
Cameroon,Sierra Leone,2
Cameroon,Ghana,2
Cameroon,Togo,2
Cameroon,Nigeria,2
Cameroon,Gabon,4
Cameroon,Central African Republic,4
Cameroon,Chad,4
Cameroon,Congo,4
Cameroon,Democratic Republic of the Congo,4
Cameroon,Uganda,2
Cameroon,Kenya,2
Cameroon,Tanzania,2
Cameroon,Burundi,4
Cameroon,Rwanda,2
Cameroon,Somalia,2
Cameroon,Djibouti,2
Cameroon,Ethiopia,2
Cameroon,Eritrea,2
Cameroon,Angola,4
Cameroon,Mozambique,2
Cameroon,Zambia,2
Cameroon,Zimbabwe,2
Cameroon,Malawi,2
Cameroon,South Africa,2
Cameroon,Namibia,2
Cameroon,Lesotho,2
Cameroon,Botswana,2
Cameroon,Swaziland,2
Cameroon,Madagascar,2
Cameroon,Comoros,2
Cameroon,Mauritius,2
Cameroon,Seychelles,2
Cameroon,Algeria,2
Cameroon,Tunisia,2
Cameroon,Libya,2
Cameroon,Sudan,2
Cameroon,South Sudan,2
Cameroon,Egypt,2
Nigeria,Cape Verde,2
Nigeria,Sao Tome and Principe,2
Nigeria,Guinea-Bissau,4
Nigeria,Equatorial Guinea,2
Nigeria,Gambia,4
Nigeria,Mali,2
Nigeria,Senegal,4
Nigeria,Benin,4
Nigeria,Mauritania,2
Nigeria,Niger,4
Nigeria,Ivory Coast,4
Nigeria,Guinea,4
Nigeria,Burkina Faso,4
Nigeria,Liberia,4
Nigeria,Sierra Leone,4
Nigeria,Ghana,4
Nigeria,Togo,4
Nigeria,Cameroon,2
Nigeria,Gabon,2
Nigeria,Central African Republic,2
Nigeria,Chad,2
Nigeria,Congo,2
Nigeria,Democratic Republic of the Congo,2
Nigeria,Uganda,2
Nigeria,Kenya,2
Nigeria,Tanzania,2
Nigeria,Burundi,2
Nigeria,Rwanda,2
Nigeria,Somalia,2
Nigeria,Djibouti,2
Nigeria,Ethiopia,2
Nigeria,Eritrea,2
Nigeria,Angola,2
Nigeria,Mozambique,2
Nigeria,Zambia,2
Nigeria,Zimbabwe,2
Nigeria,Malawi,2
Nigeria,South Africa,2
Nigeria,Namibia,2
Nigeria,Lesotho,2
Nigeria,Botswana,2
Nigeria,Swaziland,2
Nigeria,Madagascar,2
Nigeria,Comoros,2
Nigeria,Mauritius,2
Nigeria,Seychelles,2
Nigeria,Algeria,2
Nigeria,Tunisia,2
Nigeria,Libya,2
Nigeria,Sudan,2
Nigeria,South Sudan,2
Nigeria,Egypt,2
Gabon,France,4
Gabon,Cape Verde,2
Gabon,Sao Tome and Principe,4
Gabon,Guinea-Bissau,4
Gabon,Equatorial Guinea,4
Gabon,Gambia,4
Gabon,Mali,4
Gabon,Senegal,4
Gabon,Benin,4
Gabon,Mauritania,4
Gabon,Niger,4
Gabon,Ivory Coast,2
Gabon,Guinea,4
Gabon,Burkina Faso,4
Gabon,Liberia,4
Gabon,Sierra Leone,2
Gabon,Ghana,4
Gabon,Togo,4
Gabon,Cameroon,4
Gabon,Nigeria,2
Gabon,Central African Republic,4
Gabon,Chad,4
Gabon,Congo,4
Gabon,Democratic Republic of the Congo,4
Gabon,Uganda,2
Gabon,Kenya,2
Gabon,Tanzania,2
Gabon,Burundi,4
Gabon,Rwanda,4
Gabon,Somalia,2
Gabon,Djibouti,2
Gabon,Ethiopia,4
Gabon,Eritrea,2
Gabon,Angola,4
Gabon,Mozambique,4
Gabon,Zambia,2
Gabon,Zimbabwe,2
Gabon,Malawi,2
Gabon,South Africa,2
Gabon,Namibia,2
Gabon,Lesotho,2
Gabon,Botswana,2
Gabon,Swaziland,2
Gabon,Madagascar,2
Gabon,Comoros,4
Gabon,Mauritius,2
Gabon,Seychelles,2
Gabon,Algeria,4
Gabon,Tunisia,2
Gabon,Libya,4
Gabon,Sudan,2
Gabon,South Sudan,2
Gabon,Egypt,2
Gabon,Israel,2
Central African Republic,France,4
Central African Republic,Cape Verde,2
Central African Republic,Sao Tome and Principe,4
Central African Republic,Guinea-Bissau,2
Central African Republic,Equatorial Guinea,4
Central African Republic,Gambia,2
Central African Republic,Mali,2
Central African Republic,Senegal,2
Central African Republic,Benin,2
Central African Republic,Mauritania,2
Central African Republic,Niger,2
Central African Republic,Ivory Coast,2
Central African Republic,Guinea,2
Central African Republic,Burkina Faso,2
Central African Republic,Liberia,2
Central African Republic,Sierra Leone,2
Central African Republic,Ghana,2
Central African Republic,Togo,2
Central African Republic,Cameroon,4
Central African Republic,Nigeria,2
Central African Republic,Gabon,4
Central African Republic,Chad,4
Central African Republic,Congo,4
Central African Republic,Democratic Republic of the Congo,4
Central African Republic,Uganda,4
Central African Republic,Kenya,4
Central African Republic,Tanzania,4
Central African Republic,Burundi,4
Central African Republic,Rwanda,4
Central African Republic,Somalia,2
Central African Republic,Djibouti,2
Central African Republic,Ethiopia,2
Central African Republic,Eritrea,2
Central African Republic,Angola,4
Central African Republic,Mozambique,2
Central African Republic,Zambia,4
Central African Republic,Zimbabwe,2
Central African Republic,Malawi,2
Central African Republic,South Africa,2
Central African Republic,Namibia,2
Central African Republic,Lesotho,2
Central African Republic,Botswana,2
Central African Republic,Swaziland,2
Central African Republic,Madagascar,2
Central African Republic,Comoros,2
Central African Republic,Mauritius,2
Central African Republic,Seychelles,2
Central African Republic,Algeria,2
Central African Republic,Tunisia,2
Central African Republic,Libya,2
Central African Republic,Sudan,4
Central African Republic,South Sudan,4
Central African Republic,Egypt,2
Chad,Cape Verde,2
Chad,Sao Tome and Principe,4
Chad,Guinea-Bissau,4
Chad,Equatorial Guinea,4
Chad,Gambia,4
Chad,Mali,4
Chad,Senegal,4
Chad,Benin,4
Chad,Mauritania,4
Chad,Niger,4
Chad,Ivory Coast,2
Chad,Guinea,4
Chad,Burkina Faso,4
Chad,Liberia,4
Chad,Sierra Leone,2
Chad,Ghana,4
Chad,Togo,4
Chad,Cameroon,4
Chad,Nigeria,2
Chad,Gabon,4
Chad,Central African Republic,4
Chad,Congo,4
Chad,Democratic Republic of the Congo,4
Chad,Uganda,2
Chad,Kenya,2
Chad,Tanzania,2
Chad,Burundi,4
Chad,Rwanda,4
Chad,Somalia,2
Chad,Djibouti,2
Chad,Ethiopia,4
Chad,Eritrea,2
Chad,Angola,4
Chad,Mozambique,4
Chad,Zambia,2
Chad,Zimbabwe,2
Chad,Malawi,2
Chad,South Africa,2
Chad,Namibia,2
Chad,Lesotho,2
Chad,Botswana,2
Chad,Swaziland,2
Chad,Madagascar,2
Chad,Comoros,4
Chad,Mauritius,2
Chad,Seychelles,2
Chad,Algeria,4
Chad,Tunisia,2
Chad,Libya,4
Chad,Sudan,2
Chad,South Sudan,2
Chad,Egypt,2
Congo,Russia,2
Congo,Cape Verde,2
Congo,Sao Tome and Principe,4
Congo,Guinea-Bissau,4
Congo,Equatorial Guinea,4
Congo,Gambia,4
Congo,Mali,4
Congo,Senegal,4
Congo,Benin,4
Congo,Mauritania,4
Congo,Niger,4
Congo,Ivory Coast,2
Congo,Guinea,4
Congo,Burkina Faso,4
Congo,Liberia,4
Congo,Sierra Leone,2
Congo,Ghana,4
Congo,Togo,4
Congo,Cameroon,4
Congo,Nigeria,2
Congo,Gabon,4
Congo,Central African Republic,4
Congo,Chad,4
Congo,Democratic Republic of the Congo,4
Congo,Uganda,4
Congo,Kenya,4
Congo,Tanzania,4
Congo,Burundi,4
Congo,Rwanda,4
Congo,Somalia,2
Congo,Djibouti,2
Congo,Ethiopia,4
Congo,Eritrea,2
Congo,Angola,4
Congo,Mozambique,4
Congo,Zambia,4
Congo,Zimbabwe,2
Congo,Malawi,2
Congo,South Africa,2
Congo,Namibia,2
Congo,Lesotho,2
Congo,Botswana,2
Congo,Swaziland,2
Congo,Madagascar,2
Congo,Comoros,4
Congo,Mauritius,2
Congo,Seychelles,2
Congo,Algeria,4
Congo,Tunisia,2
Congo,Libya,4
Congo,Sudan,4
Congo,South Sudan,4
Congo,Egypt,2
Democratic Republic of the Congo,Cape Verde,2
Democratic Republic of the Congo,Sao Tome and Principe,4
Democratic Republic of the Congo,Guinea-Bissau,2
Democratic Republic of the Congo,Equatorial Guinea,4
Democratic Republic of the Congo,Gambia,2
Democratic Republic of the Congo,Mali,2
Democratic Republic of the Congo,Senegal,2
Democratic Republic of the Congo,Benin,2
Democratic Republic of the Congo,Mauritania,2
Democratic Republic of the Congo,Niger,2
Democratic Republic of the Congo,Ivory Coast,2
Democratic Republic of the Congo,Guinea,2
Democratic Republic of the Congo,Burkina Faso,2
Democratic Republic of the Congo,Liberia,2
Democratic Republic of the Congo,Sierra Leone,2
Democratic Republic of the Congo,Ghana,2
Democratic Republic of the Congo,Togo,2
Democratic Republic of the Congo,Cameroon,4
Democratic Republic of the Congo,Nigeria,2
Democratic Republic of the Congo,Gabon,4
Democratic Republic of the Congo,Central African Republic,4
Democratic Republic of the Congo,Chad,4
Democratic Republic of the Congo,Congo,4
Democratic Republic of the Congo,Uganda,4
Democratic Republic of the Congo,Kenya,4
Democratic Republic of the Congo,Tanzania,4
Democratic Republic of the Congo,Burundi,4
Democratic Republic of the Congo,Rwanda,4
Democratic Republic of the Congo,Somalia,2
Democratic Republic of the Congo,Djibouti,2
Democratic Republic of the Congo,Ethiopia,2
Democratic Republic of the Congo,Eritrea,2
Democratic Republic of the Congo,Angola,4
Democratic Republic of the Congo,Mozambique,4
Democratic Republic of the Congo,Zambia,4
Democratic Republic of the Congo,Zimbabwe,4
Democratic Republic of the Congo,Malawi,4
Democratic Republic of the Congo,South Africa,4
Democratic Republic of the Congo,Namibia,4
Democratic Republic of the Congo,Lesotho,4
Democratic Republic of the Congo,Botswana,4
Democratic Republic of the Congo,Swaziland,4
Democratic Republic of the Congo,Madagascar,2
Democratic Republic of the Congo,Comoros,2
Democratic Republic of the Congo,Mauritius,4
Democratic Republic of the Congo,Seychelles,2
Democratic Republic of the Congo,Algeria,2
Democratic Republic of the Congo,Tunisia,2
Democratic Republic of the Congo,Libya,2
Democratic Republic of the Congo,Sudan,4
Democratic Republic of the Congo,South Sudan,4
Democratic Republic of the Congo,Egypt,2
Uganda,Cape Verde,2
Uganda,Sao Tome and Principe,2
Uganda,Guinea-Bissau,2
Uganda,Equatorial Guinea,2
Uganda,Gambia,2
Uganda,Mali,2
Uganda,Senegal,2
Uganda,Benin,2
Uganda,Mauritania,2
Uganda,Niger,2
Uganda,Ivory Coast,2
Uganda,Guinea,2
Uganda,Burkina Faso,2
Uganda,Liberia,2
Uganda,Sierra Leone,2
Uganda,Ghana,2
Uganda,Togo,2
Uganda,Cameroon,2
Uganda,Nigeria,2
Uganda,Gabon,2
Uganda,Central African Republic,4
Uganda,Chad,2
Uganda,Congo,4
Uganda,Democratic Republic of the Congo,4
Uganda,Kenya,4
Uganda,Tanzania,4
Uganda,Burundi,4
Uganda,Rwanda,4
Uganda,Somalia,2
Uganda,Djibouti,2
Uganda,Ethiopia,2
Uganda,Eritrea,2
Uganda,Angola,4
Uganda,Mozambique,2
Uganda,Zambia,4
Uganda,Zimbabwe,2
Uganda,Malawi,2
Uganda,South Africa,2
Uganda,Namibia,2
Uganda,Lesotho,2
Uganda,Botswana,2
Uganda,Swaziland,2
Uganda,Madagascar,2
Uganda,Comoros,2
Uganda,Mauritius,2
Uganda,Seychelles,2
Uganda,Algeria,2
Uganda,Tunisia,2
Uganda,Libya,2
Uganda,Sudan,4
Uganda,South Sudan,4
Uganda,Egypt,2
Kenya,Cape Verde,2
Kenya,Sao Tome and Principe,2
Kenya,Guinea-Bissau,2
Kenya,Equatorial Guinea,2
Kenya,Gambia,2
Kenya,Mali,2
Kenya,Senegal,2
Kenya,Benin,2
Kenya,Mauritania,2
Kenya,Niger,2
Kenya,Ivory Coast,2
Kenya,Guinea,2
Kenya,Burkina Faso,2
Kenya,Liberia,2
Kenya,Sierra Leone,2
Kenya,Ghana,2
Kenya,Togo,2
Kenya,Cameroon,2
Kenya,Nigeria,2
Kenya,Gabon,2
Kenya,Central African Republic,4
Kenya,Chad,2
Kenya,Congo,4
Kenya,Democratic Republic of the Congo,4
Kenya,Uganda,4
Kenya,Tanzania,4
Kenya,Burundi,4
Kenya,Rwanda,4
Kenya,Somalia,2
Kenya,Djibouti,2
Kenya,Ethiopia,4
Kenya,Eritrea,2
Kenya,Angola,4
Kenya,Mozambique,2
Kenya,Zambia,4
Kenya,Zimbabwe,2
Kenya,Malawi,2
Kenya,South Africa,2
Kenya,Namibia,2
Kenya,Lesotho,2
Kenya,Botswana,2
Kenya,Swaziland,2
Kenya,Madagascar,2
Kenya,Comoros,2
Kenya,Mauritius,2
Kenya,Seychelles,2
Kenya,Algeria,2
Kenya,Tunisia,2
Kenya,Libya,2
Kenya,Sudan,4
Kenya,South Sudan,4
Kenya,Egypt,2
Tanzania,Cape Verde,2
Tanzania,Sao Tome and Principe,2
Tanzania,Guinea-Bissau,2
Tanzania,Equatorial Guinea,2
Tanzania,Gambia,2
Tanzania,Mali,2
Tanzania,Senegal,2
Tanzania,Benin,2
Tanzania,Mauritania,2
Tanzania,Niger,2
Tanzania,Ivory Coast,2
Tanzania,Guinea,2
Tanzania,Burkina Faso,2
Tanzania,Liberia,2
Tanzania,Sierra Leone,2
Tanzania,Ghana,2
Tanzania,Togo,2
Tanzania,Cameroon,2
Tanzania,Nigeria,2
Tanzania,Gabon,2
Tanzania,Central African Republic,4
Tanzania,Chad,2
Tanzania,Congo,4
Tanzania,Democratic Republic of the Congo,4
Tanzania,Uganda,4
